#term ID	term description	observed gene count	background gene count	strength	signal	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0007423	Sensory organ development	20	577	1.12	2.12	1.67e-14	9606.ENSP00000193391,9606.ENSP00000229771,9606.ENSP00000230381,9606.ENSP00000255266,9606.ENSP00000262340,9606.ENSP00000278833,9606.ENSP00000295408,9606.ENSP00000305941,9606.ENSP00000318373,9606.ENSP00000329158,9606.ENSP00000334665,9606.ENSP00000353735,9606.ENSP00000355969,9606.ENSP00000360502,9606.ENSP00000371923,9606.ENSP00000382895,9606.ENSP00000420295,9606.ENSP00000454062,9606.ENSP00000482306,9606.ENSP00000482504	IMPG2,TULP1,PRPH2,PDE6A,RPE65,ROM1,MERTK,USH2A,ZNF513,CLRN1,FSCN2,TOPORS,RD3,PDE6C,RP1L1,RPGRIP1,PDE6B,NRL,TTC8,NR2E3
GO:0001895	Retina homeostasis	11	78	1.73	3.41	4.18e-13	9606.ENSP00000229771,9606.ENSP00000251102,9606.ENSP00000262340,9606.ENSP00000305941,9606.ENSP00000329158,9606.ENSP00000359245,9606.ENSP00000370521,9606.ENSP00000371923,9606.ENSP00000377176,9606.ENSP00000449079,9606.ENSP00000485478	TULP1,CNGB1,RPE65,USH2A,CLRN1,ABCA4,AIPL1,RP1L1,SPATA7,RDH12,CDHR1
GO:0045494	Photoreceptor cell maintenance	9	44	1.89	3.32	9.81e-12	9606.ENSP00000229771,9606.ENSP00000251102,9606.ENSP00000305941,9606.ENSP00000329158,9606.ENSP00000359245,9606.ENSP00000371923,9606.ENSP00000377176,9606.ENSP00000449079,9606.ENSP00000485478	TULP1,CNGB1,USH2A,CLRN1,ABCA4,RP1L1,SPATA7,RDH12,CDHR1
GO:0032501	Multicellular organismal process	44	6490	0.41	0.61	1.74e-11	9606.ENSP00000193391,9606.ENSP00000221996,9606.ENSP00000229771,9606.ENSP00000230361,9606.ENSP00000230381,9606.ENSP00000251102,9606.ENSP00000254854,9606.ENSP00000255266,9606.ENSP00000262340,9606.ENSP00000268125,9606.ENSP00000278833,9606.ENSP00000286688,9606.ENSP00000295408,9606.ENSP00000297157,9606.ENSP00000305941,9606.ENSP00000316605,9606.ENSP00000318373,9606.ENSP00000328412,9606.ENSP00000329158,9606.ENSP00000331831,9606.ENSP00000332809,9606.ENSP00000334665,9606.ENSP00000337224,9606.ENSP00000353735,9606.ENSP00000355969,9606.ENSP00000357265,9606.ENSP00000359245,9606.ENSP00000359655,9606.ENSP00000360502,9606.ENSP00000370521,9606.ENSP00000371923,9606.ENSP00000377176,9606.ENSP00000382895,9606.ENSP00000384264,9606.ENSP00000385158,9606.ENSP00000399709,9606.ENSP00000420295,9606.ENSP00000449079,9606.ENSP00000454062,9606.ENSP00000467661,9606.ENSP00000482306,9606.ENSP00000482504,9606.ENSP00000485478,9606.ENSP00000495537	IMPG2,CRX,TULP1,GUCA1B,PRPH2,CNGB1,GUCY2D,PDE6A,RPE65,RLBP1,ROM1,C8orf37,MERTK,RP9,USH2A,CNGB3,ZNF513,PDE6G,CLRN1,GAS6,PCARE,FSCN2,LRAT,TOPORS,RD3,SEMA4A,ABCA4,EYS,PDE6C,AIPL1,RP1L1,SPATA7,RPGRIP1,CNGA1,FAM161A,BEST1,PDE6B,RDH12,NRL,PRCD,TTC8,NR2E3,CDHR1,RPGR
GO:0001754	Eye photoreceptor cell differentiation	9	49	1.84	3.18	2.11e-11	9606.ENSP00000229771,9606.ENSP00000278833,9606.ENSP00000334665,9606.ENSP00000353735,9606.ENSP00000360502,9606.ENSP00000382895,9606.ENSP00000454062,9606.ENSP00000482306,9606.ENSP00000482504	TULP1,ROM1,FSCN2,TOPORS,PDE6C,RPGRIP1,NRL,TTC8,NR2E3
GO:0048592	Eye morphogenesis	11	159	1.42	2.3	4.40e-10	9606.ENSP00000193391,9606.ENSP00000229771,9606.ENSP00000262340,9606.ENSP00000278833,9606.ENSP00000334665,9606.ENSP00000353735,9606.ENSP00000360502,9606.ENSP00000382895,9606.ENSP00000454062,9606.ENSP00000482306,9606.ENSP00000482504	IMPG2,TULP1,RPE65,ROM1,FSCN2,TOPORS,PDE6C,RPGRIP1,NRL,TTC8,NR2E3
GO:0050908	Detection of light stimulus involved in visual perception	7	22	2.08	2.99	5.86e-10	9606.ENSP00000229771,9606.ENSP00000230381,9606.ENSP00000251102,9606.ENSP00000262340,9606.ENSP00000278833,9606.ENSP00000359655,9606.ENSP00000399709	TULP1,PRPH2,CNGB1,RPE65,ROM1,EYS,BEST1
GO:0035845	Photoreceptor cell outer segment organization	6	14	2.21	2.75	5.66e-09	9606.ENSP00000230381,9606.ENSP00000251102,9606.ENSP00000278833,9606.ENSP00000332809,9606.ENSP00000353735,9606.ENSP00000485478	PRPH2,CNGB1,ROM1,PCARE,TOPORS,CDHR1
GO:0090596	Sensory organ morphogenesis	12	276	1.22	1.8	5.66e-09	9606.ENSP00000193391,9606.ENSP00000229771,9606.ENSP00000262340,9606.ENSP00000278833,9606.ENSP00000329158,9606.ENSP00000334665,9606.ENSP00000353735,9606.ENSP00000360502,9606.ENSP00000382895,9606.ENSP00000454062,9606.ENSP00000482306,9606.ENSP00000482504	IMPG2,TULP1,RPE65,ROM1,CLRN1,FSCN2,TOPORS,PDE6C,RPGRIP1,NRL,TTC8,NR2E3
GO:0060042	Retina morphogenesis in camera-type eye	8	64	1.68	2.37	8.03e-09	9606.ENSP00000193391,9606.ENSP00000262340,9606.ENSP00000278833,9606.ENSP00000353735,9606.ENSP00000360502,9606.ENSP00000382895,9606.ENSP00000454062,9606.ENSP00000482306	IMPG2,RPE65,ROM1,TOPORS,PDE6C,RPGRIP1,NRL,TTC8
